id	title	genres	original_language	overview	popularity	production_companies	release_date	budget	revenue	runtime	status	tagline	vote_average	vote_count	credits	keywords	poster_path	backdrop_path	recommendations
844185	Unfrosted	Comedy	en	In a time when milk and cereal ruled breakfast a fierce corporate battle begins over a revolutionary new pastry.	130.939	Columbus 81 Productions-Skyview Entertainment-Good One Productions	2024-05-02	0.0	0.0	97.0	Released	A Pop-Tart will rise.	5.458	36.0	Jerry Seinfeld-Melissa McCarthy-Jim Gaffigan-Hugh Grant-Amy Schumer-Max Greenfield-Isaac Bae-Chris Rickett-Rachael Harris-Kue Lawrence-Catherine Last-Christian Slater-Nelson Franklin-Sarah Cooper-Kyle Mooney-Mikey Day-Drew Tarver-Patrick Warburton-Ken Narasaki-Andy Daly-Cedric the Entertainer-Bailey Sheetz-Eleanor Sweeney-Earthquake-Kyle Dunnigan-John Forest-Sebastian Maniscalco-Beck Bennett-Gregory Burke-Thomas Silcott-Morgan West-Shane Carpenter-Adrian Martinez-Jack McBrayer-Thomas Lennon-Bobby Moynihan-James Marsden-Sasheer Zamata-Will Allan-Aparna Nancherla-Michael Joseph Pierce-Felix Solis-Tony Hale-Spike Feresten-Maria Bakalova-Dean Norris-Peter Dinklage-Jack Murillo-Bill Burr-Nicole Peters-Lauren Peters-George Wallace-Ronny Chieng-Sarah Burns-Jeff Lewis-Cedric Yarbrough-Alex Edelman-Ali Wentworth-Jaxy Boyd-Jon Hamm-John Slattery-Fred Armisen-Winter Bassett-Bill J. Stevens-Jessica Seinfeld-Darrell Hammond-Dan Levy-Mark Kwak-Susan Elle-Tad Griffith		/7bMO1avAidIzHhSQNLt6hLv8gZX.jpg	/pyCS2FWvTOTsLq4qCOsdsQY7hbZ.jpg	128450-82717-173727-347200-1098152-288446-1083189-51170-892837-434618-1042406-381693-45287-40696-670525-954295-681850-281979-750271-13706
573435	Bad Boys: Ride or Die	Action-Thriller-Crime	en	After their late former Captain is framed Lowrey and Burnett try to clear his name only to end up on the run themselves.	130.256	Westbrook Studios-Columbia Pictures-Don Simpson/Jerry Bruckheimer Films	2024-06-05	0.0	0.0	128.0	Released	Miami's finest are now its most wanted.	0.0	0.0	Will Smith-Martin Lawrence-Vanessa Hudgens-Alexander Ludwig-Paola Nuñez-Eric Dane-Ioan Gruffudd-Jacob Scipio-Melanie Liburd-Tasha Smith-Tiffany Haddish-Joe Pantoliano-Rhea Seehorn	miami florida-on the run-police detective	/nP6RliHjxsz4irTKsxe8FRhKZYl.jpg	/JtN7Q03S3oq7A4KZ7Z3I7m3osP.jpg	
955916	Lift	Action-Comedy-Crime	en	An international heist crew led by Cyrus Whitaker race to lift $500 million in gold from a passenger plane at 40000 feet.	121.284	Genre Films-6th & Idaho-HartBeat Productions	2024-01-10	0.0	0.0	107.0	Released	The heist begins at 40,000 ft.	6.54	1022.0	Kevin Hart-Gugu Mbatha-Raw-Sam Worthington-Vincent D'Onofrio-Úrsula Corberó-Billy Magnussen-Kim Yun-jee-Viveik Kalra-Jean Reno-Burn Gorman-Paul Anderson-Jacob Batalon-David Proud-Oli Green-Ross Anderson-Stefano Skalkotos-Martina Avogadri-Jess Liaudin-Caroline Loncq-Alessandro Quattro-Marta Lunè-Martina Vanin-Edward Bellemo-Nadira Tudor-Polly Middlehurst-Michael Absalom-Andrew Wilson-Morgan Cranton-Jones-Eva Hein West-Jordan Coombes-Gerard Monaco-Roy McCrerey-Erol Ismail-Gordon Alexander-Russ Bain-Eman Kazemi-Amit Dhut-Mark Hampton-Gary Fannin-Francesco Garritani-Vittorio Verdirosi	gold-gang of thieves-heist-airplane hijacking-caper comedy-terrorist group-cyber terrorism-international manhunt-plane-art heist-gold heist	/h7wJI6mctrDJ9wMbFfgrBUTn1LT.jpg	/rz8GGX5Id2hCW1KzAIY4xwbQw1w.jpg	1212073-848187-753342-1211483-609681-1214314-906126-933131-956262-1029575-572802-848326-1192578-1036619-949567-897087-899445-809787-673309-695721
533535	Deadpool & Wolverine	Comedy-Science Fiction-Adventure	en	Third entry in the "Deadpool" franchise. Plot TBA.	120.875	Marvel Studios-Kevin Feige Productions-Maximum Effort-21 Laps Entertainment-Genre Films	2024-07-24	250000000.0	0.0	130.0	Post Production	Come together.	0.0	0.0	Ryan Reynolds-Hugh Jackman-Emma Corrin-Morena Baccarin-Rob Delaney-Leslie Uggams-Karan Soni-Matthew Macfadyen-Stefan Kapičić-Brianna Hildebrand-Shioli Kutsuna-Lewis Tan-Randal Reeder-Aaron Stanford-Jennifer Garner-Chris Hemsworth	hero-superhero-anti hero-mutant-marvel cinematic universe (mcu)-x-men	/uxBHXaoOvAwy4NpPpP7nNx2rXYQ.jpg	/nbq3LfgLXnL5ixZ1Q74jTJmhmTS.jpg	
799583	The Ministry of Ungentlemanly Warfare	Action-War-Drama	en	Taking place during World War II the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines....A true story about a secret British World War II organization; the Special Operations Executive. Founded by Winston Churchill their irregular warfare against the Germans helped to change the course of the war and gave birth to modern black operations.	111.734	Jerry Bruckheimer Films-Black Bear Pictures-Toff Guy Films	2024-04-18	60000000.0	15915998.0	120.0	Released	Discover the first special forces mission in history.	7.128	74.0	Henry Cavill-Eiza González-Alan Ritchson-Henry Golding-Alex Pettyfer-Hero Fiennes Tiffin-Babs Olusanmokun-Cary Elwes-Til Schweiger-Henry Zaga-Roger Snipes-Danny Sapani-Freddie Fox-Olaf Kayhan-Mert Dincer-Ethel von Brixham-Carlos Bardem-Rory Kinnear-James Wilby-Matthew Hawksley-Simon Paisley Day-Mark Oosterveen-Jonathan Keeble	army-operation-based on novel or book-spy-world war ii-based on true story-soldier-special forces-military-black ops-dangerous mission-1940s-winston churchill-action comedy-historical comedy-comedy thriller-cliché	/x8Od47ZMDDT3ho3IRdXNmcjHknX.jpg	/s5znBQmprDJJ553IMQfwEVlfroH.jpg	882059-25445-1187619-42484-34288-1111873-288171-9945-850165-401469-454640-949423-156022-278-76600-634649-438631-324786-392044-945729
957304	Drive-Away Dolls	Comedy-Crime	en	Jamie an uninhibited free spirit bemoaning yet another breakup with a girlfriend and her demure friend Marian desperately needs to loosen up. In search of a fresh start the two embark on an impromptu road trip to Tallahassee but things quickly go awry when they cross paths with a group of inept criminals along the way.	104.107	Working Title Films-Focus Features	2024-02-22	8000000.0	5250531.0	84.0	Released	A story of two ladies going south.	5.6	186.0	Margaret Qualley-Geraldine Viswanathan-Beanie Feldstein-Joey Slotnick-C.J. Wilson-Colman Domingo-Pedro Pascal-Bill Camp-Matt Damon-Connie Jackson-Annie Gonzalez-Gordon MacDonald-Sam Vartholomeos-John Menchion-Michael Counihan-Abby Hilden-Haley Holmes-Fatima Fine-Sam Mazzei-Jordan Zatawski-Samsara Yett-Savanna Ziegler-Michael Worden-Braxton McCollum-Daniel Kirkman-Layne Lazor-Phil McFall-Angelo Maldonado Jr.-Cristina Contreras-Michael Edelstein-Micaela Minner-Billy Hough-Alex Halpern-Angela Boehm-Josh Flitter-Miley Cyrus	philadelphia pennsylvania-ex-girlfriend-suitcase-female friendship-road trip-dildo-lgbt-1990s-closeted homosexual-lesbian-tallahassee-female protagonists-whimsical-ridiculous	/gavGnAMTXPkpoFgG0stwgIgKb64.jpg	/zVMdsmRUH2U1bZSYr8GLZkfs3mi.jpg	1237527-522893-629704-939014-22090-954802-44179-1000561-1233213-819504-129568-245613-345927-1004555-1096252-399178-975056-1174024-1118035-1010639
911916	Spider-Man: Beyond the Spider-Verse	Animation-Action-Adventure-Science Fiction	en	The further continuing story of Miles Morales and the many other Spider-People from different realities.	101.444	Columbia Pictures-Sony Pictures Animation-Marvel Entertainment-Lord Miller-Pascal Pictures-Avi Arad Productions	2024-03-27	0.0	0.0	0.0	In Production		0.0	0.0	Shameik Moore-Hailee Steinfeld-Oscar Isaac-Jake Johnson-Issa Rae-Daniel Kaluuya-Jason Schwartzman-Nicolas Cage-John Mulaney-Kimiko Glenn-Amandla Stenberg-Karan Soni-Brian Tyree Henry-Luna Lauren Velez-Mahershala Ali-Jharrel Jerome	superhero-based on comic	/5cAuJOfd5tuuFBz2yQmBCtVBaj0.jpg		
934632	Rebel Moon - Part Two: The Scargiver	Action-Science Fiction-Drama	en	The rebels gear up for battle against the Motherworld as unbreakable bonds are forged heroes emerge — and legends are made.	88.804	The Stone Quarry-Grand Electric	2024-04-05	83000000.0	0.0	123.0	Released		0.0	0.0	Sofia Boutella-Michiel Huisman-Ed Skrein-Djimon Hounsou-Bae Doona-Staz Nair-E. Duffy-Anthony Hopkins-Cleopatra Coleman-Fra Fee-Charlotte Maggi-Sky Yang-Stuart Martin-Corey Stoll-Alfonso Herrera-Cary Elwes-Rhian Rees-Dustin Ceithamer	space war-space-space opera-space adventure-action hero-alien spaceship-super hero girls-space vessel-odyssey	/lV70XeG15PNNg3S1mwaoNk3LVHk.jpg	/mcymlABFPpV2kblqrpmySoVsGVO.jpg	723745-410485-1026624-1070136-1099088-43421-44434-51610-357953-542196-379862-778855-767295-416077-30790-946310-1264-598652-1091834-739187-337167
802219	Bob Marley: One Love	Music-Drama	en	Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.	85.991	Paramount-Tuff Gong Pictures-Plan B Entertainment	2024-02-14	0.0	0.0	104.0	Released	First he changed music then he changed the world.	10.0	1.0	Kingsley Ben-Adir-Lashana Lynch-Jesse Cilio-Tosin Cole-Michael Gandolfini-Nadine Marshall-James Norton-Anthony Welsh-Sundra Oakley-Umi Myers-Cornelius Grant-Hector Donald Lewis-Nestor Aaron Absera	biography	/1lQftpEARVVB9op4TaYiIbactzG.jpg	/1ZSKH5GGFlM8M32K34GMdaNS2Ew.jpg	
889737	Joker: Folie à Deux	Drama-Crime-Thriller	en	A sequel to the 2019 film Joker.	64.554	Warner Bros. Pictures-Joint Effort	2024-10-02	200000000.0	0.0	0.0	Post Production	The world is a stage.	0.0	0.0	Joaquin Phoenix-Lady Gaga-Brendan Gleeson-Catherine Keener-Zazie Beetz-Steve Coogan-Harry Lawtey-Leigh Gill-Ken Leung-Jacob Lofland-Sharon Washington-Troy Fromin-Bill Smitrovich	musical-based on comic-sequel-supervillain-jukebox musical	/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg	/mraxhuBdLzK4Ai46fwr7erji4je.jpg	
598387	The Tiger's Apprentice	Animation-Action-Adventure-Family-Fantasy	en	After the death of his grandmother Tom Lee discovers he is part of a long lineage of magical protectors known as the Guardians. With guidance from a mythical tiger named Hu and the other Zodiac animal warriors Tom trains to take on an evil force that threatens humanity.	61.181	Paramount Animation-Jane Startz Productions	2024-04-04	0.0	762183.0	84.0	Released	Unlock the power within.	7.7	16.0	Brandon Soo Hoo-Henry Golding-Lucy Liu-Sandra Oh-Michelle Yeoh-Bowen Yang-Leah Lewis-Tan Kheng Hua-Sherry Cola-Deborah S. Craig-Jo Koy-Greta Lee-Diana Lee Inosanto-Patrick Gallagher-Poppy Liu-Lydie Loots-Raman Hui-Ryan Christopher Lee-Josh Zuckerman	tiger-apprentice-based on children's book-zodiac-apprenticeship-death of grandmother	/64ZktFMmTzsm47wdsaMOID0DzcY.jpg	/acpFrSmVLnTNAIuHxnZArkC3dwU.jpg	1211957-1247645-15044-1008003-844075-1018494-982940-1028703-515333-852445-891699-862557-20856-1214314-778855-1056360-944401-1022796-838240-940551
626412	Alienoid: Return to the Future	Science Fiction-Action-Fantasy-Adventure	ko	A group of escaped aliens at her tail Lee Ahn searches for the divine sword that could open a time-travelling portal which would bring the in the past trapped Guard and the cyborg Thunder back to the year 2022. There is also the bounty hunter Mureuk who has rescued Lee Ahn from many difficult situations who begins to suspect that an alien presence has entered his body. When the group finally manages to cross over to the present they find brutal devastation: The powerful alien Controller has released the extraterrestrial substance Haava and thousands have died. Lee Ahn Thunder and Mureuk don’t have much time to hunt down the enormous number of hostile aliens and save humanity.	47.185	Caper Film	2024-01-10	0.0	0.0	122.0	Released		6.6	19.0	Ryu Jun-yeol-Kim Tae-ri-Kim Woo-bin-Lee Ha-nee-Yum Jung-ah-Jo Woo-jin-Kim Eui-sung-Jin Sun-kyu-Shin Jung-keun-Yoon Kyung-ho-Lee Si-hoon-So Ji-sub-Kim Dae-myung-Choi Yu-ri-Kim Ki-cheon-Yoo Jae-myung-Kim Hae-sook		/zemtKBbUGUAfWShg3881Hv9UEjw.jpg	/kZbTOcTrEGyroQMWQSGIRlNSkwP.jpg	
646683	The Exorcism	Horror-Thriller	en	A troubled actor begins to unravel while shooting a supernatural horror film leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.	46.861	Miramax-Outerbanks Entertainment	2024-05-30	0.0	0.0	93.0	Released	They were making a cursed movie. They were warned not to. They should have listened.	3.0	1.0	Russell Crowe-Ryan Simpkins-Sam Worthington-Chloe Bailey-Adam Goldberg-David Hyde Pierce-Adrian Pasdar-Tracey Bonner-Samantha Mathis-Marcenae Lynette-Josh Warren-Hannah Black-Joya Joseph-Hallie Samuels-Scott Rapp-Jobie James-Robert Fortunato-Drew Broderick-Zach Padlo-Chris TC Edge-Chandler Lane-William Hutchings	exorcism-survival horror-broken family-psychological horror	/ar2h87jlTfMlrDZefR3VFz1SfgH.jpg	/i2wOczbsqcNTIoiALU3NrdA5RPY.jpg	
402431	Wicked	Drama-Fantasy-Romance	en	Elphaba an ostracized but defiant girl born with green skin and Glinda a privileged aristocrat born popular become extremely unlikely friends in the magical Land of Oz. As the two girls struggle with their opposing personalities their friendship is tested as both begin to fulfill their destinies as Glinda the Good and The Wicked Witch of the West. The first of a two-part film adaptation of the Broadway musical.	46.798	Universal Pictures-Marc Platt Productions	2024-11-27	145000000.0	0.0	0.0	Post Production	Everyone deserves a chance to fly.	0.0	0.0	Cynthia Erivo-Ariana Grande-Jonathan Bailey-Michelle Yeoh-Jeff Goldblum-Marissa Bode-Peter Dinklage-Ethan Slater-Bowen Yang-Bronwyn James-Keala Settle-Aaron Teoh-Colin Michael Carmichael-Adam James-Ricardo Ludgero Souza	witch-dancing-based on novel or book-musical-female friendship-based on play or musical-singer-singing-wizard-gravity	/j5AVKdTm8mG7tjoxIPU5V7riaDy.jpg	/3M5USne9t9XKMmb4nJ7SfcAYh6X.jpg	
939243	Sonic the Hedgehog 3	Science Fiction-Family-Action-Comedy	en	The third film in the "Sonic the Hedgehog" franchise.	44.81	Paramount-Original Film-Marza Animation Planet-SEGA	2024-12-18	0.0	0.0	0.0	Planned		0.0	0.0	Ben Schwartz-Colleen O'Shaughnessey-Idris Elba-James Marsden	sequel-based on video game-hedgehog-live action and animation	/aNSBaYTgPz8QEADi3xiD52X4uVF.jpg	/j0xO6355h5HfvC425sWDT6tiBZM.jpg	
923667	Twilight of the Warriors: Walled In	Action-Thriller-Crime	cn	Set in the 1980s troubled youth Chan Lok-kwun accidentally enters the Walled City discovers the order amidst its chaos and learns important life lessons along the way. In the Walled City he becomes close friends with Shin Twelfth Master and AV. Under the leadership of Tornado they resist against the invasion of villain Mr. Big in a series of fierce battles. Together they vow to protect the safe haven that is Kowloon Walled City.	42.342	Entertaining Power-One Cool Film Production-Sil-Metropole Organisation-Lianray Pictures-HG Entertainment-Zhejiang Hengdian Film Production-Tao Piao Piao-Weibo Corporation-Media Asia	2024-04-23	38400000.0	46366411.0	125.0	Released		7.4	11.0	Louis Koo-Sammo Hung-Raymond Lam-Terrance Lau-Richie Jen-Philip Ng Wan-Lung-Tony Wu-Man Kit Cheung-Kenny Wong Tak-Ban-Fish Liew-Chu Pak-Hong-Aaron Kwok-Sean Wong Tsz-lok-Jozev Lau-Cecilia Choi-Chung Suet-Ying	martial arts-kung fu-based on comic-based on manhwa	/y3Z7Nj6K4R2DUEJ6ijyd9XoLt2u.jpg	/x9vF7htgRDYvohxpScKlRE5ZOqv.jpg	1212009-1261734-198971-974950-139329-842945-560016-653346-603692-1033219-895006-1058949-987750-856245-1098239-878183-895003-840127-816904-811948
840705	Blink Twice	Thriller	en	When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala he invites her to join him and his friends on a dream vacation on his private island. As strange things start to happen Frida questions her reality.	36.66	Free Association-Bold Choices-This Is Important-Metro-Goldwyn-Mayer-Amazon MGM Studios	2024-08-22	0.0	0.0	0.0	In Production	Are you having a good time?	0.0	0.0	Naomi Ackie-Channing Tatum-Alia Shawkat-Adria Arjona-Simon Rex-Christian Slater-Haley Joel Osment-Levon Thurman-Hawke-Kyle MacLachlan-Geena Davis-Trew Mullen-Saul Williams-Liz Caribel Sierra-Cris Costa	psychological thriller	/dfZPIdpl4amuAqMTaFQPxmERGTU.jpg	/gNb1boglLPBS0QogOUB7SJlFHUx.jpg
779816	White Bird	Drama-History-Romance-Family	en	Julian Albans the bully who left Beecher Prep is visited by his Grandmère from Paris and is transformed by her remarkable story of compassion and courage. As a girl in Nazi-occupied France the young Grandmère goes into hiding with the help of a schoolmate a young man who risks everything to give her the chance to survive. Together they find beauty and love in the secret world of their own creation.	35.074	Participant-Mandeville Films-2DUX²-Kingdom Story Company-Lionsgate	2024-01-04	30000000.0	2073065.0	120.0	Released	One act of kindness lives on forever.	8.5	19.0	Ariella Glaser-Orlando Schwerdt-Bryce Gheisar-Gillian Anderson-Helen Mirren-Jo Stone-Fewings-Patsy Ferran-Stuart McQuarrie-Olivia Ross-Ishai Golan-Nadine Leon Gobet-John Bubniak-Jim High-Philip Lenkowsky-James Beaumont-Teagan Stark-Priya Ghotane-Yelisey Kazakevich-Jem Matthews-Sam Talacko-Timon McLean-Selma Kaymakci-Lily Huong Mac-Adam Bakule-Anise Napoleao dos Reis-Jordan Cramond-Laura Hudečková	france-nazi-holocaust (shoah)-world war ii-private school-bullying-hitler youth-coming of age-german occupation of france-kindness-based on graphic novel-jewish girl-jewish refugee-1940s-nazi propaganda-grandmother grandson relationship-interfaith	/1BS7e6MiWlgemAwHCaRCt41Zp3x.jpg	/6cSavkIT0aMLDz7NNriYsMt5QlI.jpg	201847-463725-1144047-1140222-513421-54563-984324-1725-930564-406997-646380-976573-530385-475557-496243-888321-634649-438631-473033-299537
784651	Fighter	Action-Adventure-Thriller	hi	Top IAF aviators come together in the face of imminent danger to form Air Dragons. FIGHTER unfolds their camaraderie brotherhood and battles internal and external.	34.462	Marflix-Viacom18 Studios	2024-01-24	31000000.0	0.0	164.0	Released		4.5	2.0	Hrithik Roshan-Deepika Padukone-Anil Kapoor-Akshay Oberoi-Karan Singh Grover-Sanjeeda Sheikh-Mahesh Shetty-Samvedna Suwalka-Akarsh Alagh-Sanjiv Chopra-Birol Tarkan Yıldız-Talat Aziz-Sanjeev Jaiswal-Rishabh Sawhney		/zDZowwb9GZGEctAu2PCpjiPQAMM.jpg	/qQCNoibm9yz3IyFhdvbDTROZeZd.jpg	
831815	Saving Bikini Bottom: The Sandy Cheeks Movie	Animation-Comedy-Adventure-Family	en	When Bikini Bottom is suddenly scooped out of the ocean Sandy Cheeks and SpongeBob journey to Sandy's home state of Texas where they meet Sandy's family and must save Bikini Bottom from the hands of an evil CEO.	34.38	Nickelodeon Movies	2024-08-01	0.0	0.0	83.0	Post Production		0.0	0.0	Carolyn Lawrence-Tom Kenny-Bill Fagerbakke-Rodger Bumpass-Mr. Lawrence-Mary Jo Catlett-Clancy Brown-Jill Talley-Craig Robinson-Grey DeLisle-Johnny Knoxville-Wanda Sykes-Ilia Isorelýs Paulino-Matthew Cardarople-Dee Bradley Baker-Christopher Hagen-Rio Alexander-Ryan Begay-Kari Wahlgren-Miles Hall-Jersey Johnston-Jamaria Davis	road trip-save the day	/g0uCO1e0aIVugsglkaXLSXo135e.jpg	/iaT2S0aaULZ3Ly3z6uNQmmnA9bD.jpg	
790462	I.S.S.	Science Fiction-Thriller	en	When a world war event occurs on Earth America and Russia both nations secretly contact their astronauts aboard the I.S.S. and give them instructions to take control of the station by any means necessary.	33.794	LD Entertainment	2024-01-19	13800000.0	0.0	95.0	Released	The war on earth will be decided in space.	6.1	7.0	Ariana DeBose-Chris Messina-Pilou Asbæk-John Gallagher Jr.-Costa Ronin-Maria Mashkova	alcohol-paranoia-zero gravity	/heKmiVlYRXC1h9by70oUQfsKCeW.jpg	/5VMcsEtnpkKUUngOeNwXJSwPnl6.jpg	
932086	Horizon: An American Saga - Chapter 1	Western-Drama	en	Explore the lure of the Old West and how it was won—and lost—through the blood sweat and tears of many. Spanning the four years of the Civil War from 1861 to 1865 embark on an emotional journey across a country at war with itself experienced through the lens of families friends and foes all attempting to discover what it truly means to be the United States of America.	33.641	Territory Pictures	2024-06-26	0.0	0.0	181.0	Released	The American saga begins this summer.	0.0	0.0	Kevin Costner-Sienna Miller-Sam Worthington-Giovanni Ribisi-Jena Malone-Abbey Lee-Michael Rooker-Danny Huston-Luke Wilson-Isabelle Fuhrman-Jeff Fahey-Will Patton-Tatanka Means-Owen Crow Shoe-Ella Hunt-Jamie Campbell Bower-Tim Guinee-Colin Cunningham-Scott Haze-Tom Payne-Georgia MacPhail-Douglas Smith-Alejandro Edda-Wasé Chief-Michael Angarano-Angus Macfadyen-Jon Beavers-Alex Nibley-Kathleen Quinlan-Etienne Kellici-Amos Jason Charging Cloud-Bodhi Okuma Linton-Gregory Cruz-Joe Burns-James Russo-David O'Hara-Chris Conner-Leroy Silva-Bernardo Velasco-Tom Everett-Glynn Turman-Thomas Haden Church-Dale Dickey-Larry Bagby-James Landry Hébert	american civil war-post civil war-american west-historical epic	/31Z94RZT9D4IsWtbBIGcNu6ohbx.jpg	/nz3i2aYk3eR5fKyoOPpXatT76P6.jpg	
739547	Thelma the Unicorn	Animation-Fantasy-Family	en	A singing pony who dreams of stardom finds instant fame when she transforms into a sparkly unicorn — but becoming a celebrity is one wild ride.	33.176	Mikros Animation-Scholastic Productions-BuzzFeed Studios	2024-05-17	0.0	0.0	97.0	Released		0.0	0.0	Brittany Howard-Will Forte-Jemaine Clement-Edi Patterson-Maliaka Mitchell-Ally Dixon-Fred Armisen-Zach Galifianakis-Jon Heder	based on novel or book-pony-unicorn	/8fEJ3B7I0rUiHNEc159u6EAMEax.jpg	/iCILWXdJrHFc9OBIO0VeRjyb8Y3.jpg	
868660	Guntur Kaaram	Action-Drama	te	Follows Guntur Karam the king of the underworld of Guntur city as he falls in love with a journalist working to expose the illegal activities in the city.	32.614	Haarika & Hassine Creations	2024-01-11	24066000.0	0.0	159.0	Released		0.0	0.0	Mahesh Babu-Sree Leela-Meenakshi Chaudhary-Ramya Krishnan-Prakash Raj-Jayaram-Jagapati Babu-Easwari Rao-Rahul Ravindran-Vennela Kishore-Murli Sharma-Rao Ramesh-Madhusudhan Rao-Ajay Ghosh-Pammi Sai-Raghu Babu-Mahesh Achanta-Brahmaji-Sunil Varma		/4WvxzCSHmjbxqc3wethZoBZ5hmA.jpg	/pRb9zpNXH1u6Fd4Da9H8PaIDwoY.jpg	
698687	Transformers One	Animation-Science Fiction-Adventure-Action	en	The story of how a young Optimus Prime and Megatron went from being brothers-in-arms to sworn enemies.	30.119	Paramount Animation-di Bonaventura Pictures-Paramount-DeSanto/Murphy Productions-Hasbro Entertainment-Bay Films	2024-09-12	0.0	0.0	0.0	Post Production	Every hero has an origin.	0.0	0.0	Chris Hemsworth-Brian Tyree Henry-Scarlett Johansson-Keegan-Michael Key-Jon Hamm-Laurence Fishburne-Steve Buscemi	based on toy-giant robot-brothers-in-arms relationship-friend turned enemy-transformers	/nZiA682CX17KExN8XQGCqkSBtmY.jpg		
912649	Venom 3	Action-Science Fiction-Adventure	en	The third entry in the Venom trilogy confirmed to be in development by Amy Pascal.	28.544	Columbia Pictures-Marvel Entertainment-Pascal Pictures-Matt Tolmach Productions-Hutch Parker Entertainment-Arad Productions	2024-11-06	0.0	0.0	0.0	In Production		0.0	0.0	Tom Hardy-Juno Temple-Chiwetel Ejiofor-Norman Reedus	hero-superhero-anti hero-villain-alien life-form-based on comic-sequel	/kV6ceSPLK1f8cIjvqOmvnmBEMbD.jpg	/cmtWQj3QuNM1bC1u3NZEztNYlIN.jpg
818861	Lola	Drama	en	19-year-old Lola James is trying to work to save enough money to get her beloved little brother Arlo out of their toxic home. Until one tragic night when her whole world gets uprooted. From that moment on nothing will ever be the same.	26.005	Lola Film Productions	2024-02-09	0.0	0.0	0.0	Released		0.0	0.0	Nicola Peltz Beckham-Virginia Madsen-Luke David Blumm-Raven Goodwin-Richie Merritt-Trevor Long-Will Peltz-James Aaron Oliver-Anthony Molinari-Diana Tanaka		/pDWcMga4hJ7rG4xtXddgAFfAdoQ.jpg	/nMCYvVYu1OWrTTfZhSvM6lG7I9e.jpg	
666035	Wanted Man	Action-Thriller	en	Follows a police officer who must retrieve an eyewitness and escort her after a cartel shooting leaves several DEA agents dead but then he must decide who to trust when they discover that the attack was executed by American forces.	25.971	Red Orm Productions Inc.-Thor Pictures-Wonder Street-Millennium Media	2024-01-19	0.0	0.0	85.0	Released	Some borders are better not crossed	8.0	1.0	Dolph Lundgren-Kelsey Grammer-Michael Paré-Roger Cross-Michael Worth-Bourke Floyd-Aaron McPherson-James Joseph Pulido-Julian Cavett-Tony Messenger-Daniela Soto Vell-Cesar Miramontes-Xzavier Estrada-Sherrie Prose-Christopher A. Brooks Sr.-Ben Steele-Andrew Kern-Christina Villa-Alberto Rene Telles-Jack Lutz-Eric Weiss-Zak Lee-Jamiah Dancil-Rocko Reyes-Carlos Corral-Emma Krokdal-Gabrielle Gamboa-Asia Espinoza-Tito Diaz-Jay Stratton		/pmdgdb8biQLLzTjySZLPdK13KwM.jpg	/uNNINTLRT75QHkQp5R7adt366oT.jpg	
917496	Beetlejuice Beetlejuice	Comedy-Fantasy	en	After an unexpected family tragedy three generations of the Deetz family return to the small Vermont town of Winter River. Paranormal empath Lydia Deetz begins to see the lecherous demon Beetlejuice who haunted her as a teenager. His plans to finally marry Lydia are given extra urgency when his dead wife comes to life and begins to stalk the Afterlife hunting for him. Meanwhile Lydia’s teenage daughter embarks on a romance with a local teen.	25.535	Plan B Entertainment-Warner Bros. Pictures-Tim Burton Productions-KatzSmith Productions	2024-09-05	0.0	0.0	0.0	Post Production	The wait is almost over.	0.0	0.0	Michael Keaton-Jenna Ortega-Winona Ryder-Catherine O'Hara-Willem Dafoe-Justin Theroux-Monica Bellucci-Arthur Conti-Burn Gorman	sequel	/cc7E4lXc7NyfT7KobDr8kNt6KSH.jpg	/7uiSwhqOLZfrkB5BAmqIIk64cLH.jpg	
869760	Hanu-Man	Fantasy-Action-Comedy-Science Fiction	te	An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.	24.731	Primeshow Entertainment	2024-01-11	0.0	0.0	159.0	Released	The Most Powerful Superhero In The Universe	0.0	0.0	Teja Sajja-Amritha Aiyer-Varalaxmi Sarathkumar-Vinay Rai-Getup Srinu-Vennela Kishore-Deepak Shetty-Satya-Samuthirakani-Rohini Reddy-Ravi Teja	hanuman-pvcu-prasanth varma cinematic universe	/59OS57SMDcU0yQ4ebg0gXhSE1Xu.jpg	/evUpfs4dw7AuZ5k8dkePVMFSg0T.jpg
587391	A Boat in the Garden	Animation-Drama-Family	fr	I can tell you about my father's voyage on his boat because I was with him all the time. It was a rather strange voyage with no ocean or sea crossing not even a lock to pass through... The boat stayed at home and so did my father. But that does not mean there was no adventure...	24.484	JPL Films-Melusine Productions	2024-05-22	0.0	0.0	75.0	Released		0.0	0.0	Elias Hauter-Grégory Gadebois-Coraly Zahonero-André Marcon-Mathilde La Musse	family relationships	/ixjAM3aapVQVMXy57hbAFKZmg5.jpg	/nWczpYTDQMcC49E26BpQS59OqHU.jpg	
